,Influencer,Radio,SocialMedia,TV,Sales
2731,Nano,25.73667837,4.179366017,96.0,346.9400122
2732,Micro,4.192298884,1.011604124,21.0,75.3411398
2733,Mega,4.510233003,0.651581966,41.0,148.9073606
2734,Nano,31.30100477,4.080001577,69.0,247.9551456
2735,Macro,22.1945826,3.116904294,64.0,228.6388175
2736,Nano,29.09884013,3.436515796,81.0,288.8354078
2737,Micro,27.36025947,6.603772501,91.0,320.4673397
2738,Nano,29.65912031,5.892874671,84.0,300.3318396
2739,Macro,37.70803265,6.43094939,93.0,326.2649816
2740,Macro,33.42960304,6.443252612,99.0,353.46916
2741,Micro,23.21694607,4.202648436,70.0,250.2521525
2742,Nano,28.38052047,4.338469575,90.0,318.6274849
2743,Nano,3.974176914,2.878866014,34.0,117.6208998
2744,Macro,2.170693374,0.057924027,26.0,91.76813254
2745,Micro,14.49372202,0.737132129,64.0,228.6705497
2746,Micro,38.2427277,7.11700822,97.0,350.1140371
2747,Nano,30.28290663,4.22436639,73.0,260.2546867
2748,Nano,22.93800806,0.049662684,54.0,188.4611145
2749,Macro,3.398236382,0.905116643,18.0,64.50258019
2750,Micro,12.25305035,2.427705252,38.0,137.9207634
2751,Nano,10.06244907,0.24725853,43.0,154.8917662
2752,Nano,21.82640897,2.802768211,38.0,132.7269458
2753,Micro,17.97181312,1.541124943,79.0,281.5342766
2754,Macro,28.52795281,3.168882093,63.0,224.4662398
2755,Macro,7.273574298,2.962681744,28.0,105.7328925
2756,Nano,13.34990619,1.461002855,33.0,116.1267135
2757,Macro,34.65952748,2.733309859,96.0,342.4983937
2758,Mega,17.98768499,4.832000332,47.0,169.7770916
2759,Nano,19.28371879,0.481806199,63.0,224.1129616
2760,Micro,29.49738981,6.111231604,82.0,291.3194908
2761,Macro,18.0116912,5.942587756,48.0,164.7008776
2762,Mega,28.75451711,1.621090004,82.0,291.3240319
2763,Macro,9.926309363,2.270709178,31.0,112.4931128
2764,Mega,9.714072444,3.383355406,18.0,65.42069676
2765,Macro,5.232195406,2.164882999,30.0,101.293761
2766,Mega,4.307579249,0.047124006,20.0,72.18106625
2767,Nano,7.868453405,1.960643728,29.0,99.31009056
2768,Micro,5.13906928,1.55848132,15.0,52.29844801
2769,Macro,16.77799061,2.297885997,74.0,261.2171393
2770,Nano,13.31099098,0.731708591,23.0,76.32136362
2771,Micro,24.00579144,3.774497494,81.0,287.9321491
2773,Macro,23.61530268,5.555739478,69.0,246.1376093
2774,Mega,0.858809909,3.621606085,10.0,36.88229796
2775,Micro,30.40243066,5.207841441,94.0,336.1680912
2776,Macro,12.26220119,0.43813494,37.0,136.5561795
2777,Mega,4.205790339,3.05864083,11.0,38.63419974
2778,Micro,25.83842228,6.986829858,98.0,353.1339978
2779,Macro,23.56384635,7.89715201,63.0,225.1611984
2780,Macro,7.225160543,0.00131539,24.0,86.45386027
2781,Mega,11.22418965,5.585571387,33.0,115.0606852
2782,Nano,6.289604837,1.761397829,25.0,89.58970992
2783,Nano,15.69550209,4.621334711,43.0,156.9593326
2784,Macro,15.70165246,3.943078855,52.0,184.8832065
2785,Nano,24.95177785,1.015740835,87.0,303.8782625
2786,Nano,29.19533041,8.045763533,68.0,245.6391876
2787,Mega,32.32648182,5.609706527,90.0,322.0002384
2788,Nano,16.44434995,7.48999682,62.0,217.9190051
2789,Macro,13.9792447,0.891245828,46.0,162.9699605
2790,Nano,22.75135338,8.688003416,96.0,345.8938959
2791,Nano,16.07402028,2.696286698,77.0,274.9318537
2792,Mega,30.48464888,5.005497564,90.0,316.4611153
2793,Micro,23.07633733,0.831079356,83.0,291.9624407
2794,Mega,5.263205766,1.251405937,19.0,71.44251373
2795,Mega,14.12523976,0.417048422,27.0,95.88047198
2796,Nano,15.64684698,1.920959216,42.0,151.0697358
2797,Mega,17.0374692,1.778592176,62.0,222.0800056
2798,Macro,19.21061664,3.087815141,64.0,221.7316739
2799,Micro,27.73488768,3.636000569,87.0,315.3186484
2800,Mega,13.16871546,1.873044843,28.0,99.09562263
2801,Mega,2.588070098,0.331165434,11.0,37.48139169
2802,Nano,22.4028944,5.276295758,60.0,212.4985828
2803,Mega,7.949128866,0.926508325,28.0,102.8151161
2804,Micro,19.27265847,1.302007252,54.0,194.3564249
2805,Mega,32.8621864,8.186191406,66.0,238.0688324
2806,Macro,15.25354503,0.935726218,35.0,123.6561859
2807,Micro,30.7022579,6.693904146,76.0,267.5219901
2808,Micro,23.67422982,3.363063357,62.0,218.9998496
2809,Macro,12.98134935,2.751051575,54.0,194.0955015
2810,Nano,10.98094871,1.069789208,39.0,135.8889695
2811,Mega,24.33346963,4.355745346,79.0,283.1252094
2812,Macro,20.77717376,2.831544226,70.0,245.2427203
2813,Macro,25.67494111,2.394660585,75.0,267.1790104
2814,Micro,18.85081371,4.566440958,53.0,186.9356462
2815,Nano,6.721845062,1.367690472,23.0,82.43756501
2816,Macro,23.36300311,3.930571161,43.0,146.2867782
2817,Micro,7.16376032,3.215148198,24.0,87.76036175
2818,Micro,5.928308617,2.03273826,26.0,85.56280693
2819,Micro,13.50306851,0.392220254,49.0,172.7951702
2820,Nano,10.15050712,2.311200267,33.0,118.2267883
2821,Mega,21.29972944,6.145551611,59.0,209.5601139
2822,Mega,25.09598285,3.588906021,76.0,272.4213353
2823,Micro,32.14820776,7.565099552,100.0,362.0421229
2824,Mega,37.91634195,5.817879816,96.0,335.9666885
2825,Nano,6.662270909,0.142948635,23.0,83.41535689
2826,Nano,20.85748443,5.305812168,68.0,244.6335186
2827,Micro,5.063964906,0.037356944,20.0,66.38544197
2828,Micro,24.66406819,0.643440065,61.0,223.2473066
2829,Nano,9.690666538,2.55275792,56.0,196.0786327
2830,Micro,16.79919436,4.279003862,29.0,101.9046011
2831,Mega,7.985636206,0.789064,31.0,112.9525763
2832,Nano,9.850775833,1.774849524,29.0,96.69435801
2833,Micro,34.76779038,4.248044829,82.0,292.1774167
2834,Macro,26.53771888,3.961284729,78.0,280.8588623
2835,Nano,30.66885609,4.401725907,99.0,351.4211477
2836,Macro,34.51295267,4.817666841,99.0,347.6723383
2837,Mega,15.55341525,1.648887001,46.0,161.7368695
2838,Nano,15.55091019,0.381845418,37.0,130.3841296
2839,Macro,33.47845174,6.272878542,67.0,233.1382365
2840,Nano,21.68701274,2.537905135,82.0,290.618183
2841,Mega,9.381876981,3.464095033,42.0,147.4870688
2842,Micro,13.32653424,3.470841069,22.0,80.42495159
2843,Nano,22.36101534,2.23634963,73.0,262.5974491
2844,Mega,7.125223319,1.156608183,41.0,148.2257628
2845,Nano,44.56040957,8.470339644,100.0,357.0924872
2846,Macro,8.712061917,2.585117315,29.0,104.7124537
2847,Macro,10.61709956,1.277720616,19.0,68.24392705
2848,Macro,5.580487693,4.347285454,37.0,134.4459731
2849,Micro,9.016529466,2.7795578,45.0,157.4058687
2850,Macro,19.3160696,3.605940065,51.0,184.69981
2851,Micro,39.30321723,7.077221972,100.0,355.8951039
2852,Mega,15.38414712,1.618385333,56.0,197.2730126
2853,Micro,3.510261265,1.060978149,23.0,84.48658764
2854,Mega,30.43535718,5.012795155,100.0,353.8381927
2855,Macro,5.768998355,0.167732483,16.0,58.28261531
2856,Micro,33.7322487,2.828376137,95.0,337.1550219
2857,Mega,3.998145083,0.550344488,18.0,62.53463829
2858,Mega,32.16264869,4.178849052,94.0,336.5236729
2859,Macro,23.29102567,1.819778353,58.0,202.3545385
2860,Micro,10.43493748,3.021098715,11.0,39.05670605
2861,Mega,26.89087788,5.091676018,88.0,311.0460958
2862,Nano,16.56795456,3.220240342,33.0,117.856095
2863,Nano,20.97212652,3.386159119,69.0,242.4652608
2864,Macro,13.47141759,2.441219796,47.0,167.7045406
2865,Micro,13.43185072,1.969664799,32.0,113.3354651
2866,Micro,34.19286493,7.28093696,89.0,317.7146217
2867,Macro,27.92371868,8.566793342,83.0,295.5055495
2868,Micro,26.71359667,7.772853029,64.0,229.952856
2869,Macro,15.1421411,2.24962288,67.0,240.107728
2870,Micro,23.35453897,4.472029211,100.0,356.2684227
2871,Micro,9.84754116,2.944586242,46.0,166.6523608
2872,Mega,10.5955477,2.411606792,42.0,149.3632846
2873,Macro,4.852190352,5.603537932,15.0,52.00797219
2874,Nano,15.40516167,4.049889123,32.0,109.1469616
2875,Nano,19.11490912,4.485970525,74.0,259.900723
2876,Micro,18.1727377,5.722841776,50.0,181.2762703
2877,Micro,4.595233625,0.581271839,29.0,104.5145469
2878,Micro,24.20995844,7.407487893,43.0,150.9981854
2879,Macro,28.37534439,6.324932659,97.0,348.5464665
2880,Mega,14.1368135,1.571675673,35.0,126.7749212
2881,Mega,28.50516115,5.403039713,80.0,284.9089972
2882,Nano,18.12593442,3.547403641,72.0,257.3816404
2883,Macro,36.24543619,8.863215031,85.0,305.7394717
2884,Macro,17.47277703,1.477320945,54.0,194.0262623
2885,Mega,15.19445096,2.799221115,36.0,128.0211864
2886,Mega,4.510090793,0.033647813,23.0,77.40214925
2887,Micro,1.470311516,1.231379728,13.0,49.28503296
2888,Macro,15.96713564,1.18040903,62.0,220.0547642
2889,Mega,3.478911133,1.239673052,36.0,125.6122776
2890,Macro,19.42239584,3.602285923,47.0,167.1207967
2891,Micro,21.00808675,2.478178486,69.0,244.1818392
2892,Mega,15.6978375,3.011898971,65.0,232.6702357
2893,Nano,11.75733151,3.733754349,20.0,70.20770114
2894,Mega,13.56691537,3.323877768,40.0,140.3737325
2895,Micro,13.55208661,5.696142076,33.0,119.6868639
2896,Mega,6.626398231,2.827163775,30.0,109.08296
2897,Micro,0.969179242,1.101270316,29.0,102.4582611
2898,Nano,2.045585162,0.051933011,27.0,92.92957432
2899,Mega,33.80612226,6.27858393,90.0,322.660707
2900,Mega,22.19699053,4.710262205,59.0,210.8443494
2901,Micro,23.48296489,3.750273951,75.0,263.3750447
2902,Macro,32.43091127,1.524148306,75.0,265.8749687
2903,Micro,1.237598531,2.447639874,13.0,46.57401993
2904,Micro,10.65529469,1.368274421,18.0,64.70988356
2905,Micro,6.705393208,1.99719926,31.0,112.0706407
2906,Micro,9.099158632,1.051392464,36.0,125.4867164
2907,Mega,26.16107046,3.582985818,70.0,247.4803463
2908,Micro,27.65593332,3.643025864,88.0,310.0771395
2909,Macro,6.58132946,1.641510704,42.0,148.4648245
2910,Mega,8.459387308,0.474236007,32.0,115.552505
2911,Macro,18.43696066,2.419836853,38.0,140.5311929
2912,Macro,25.25707261,0.696331556,86.0,303.5614352
2913,Mega,27.81948029,5.228492402,89.0,318.2708476
2914,Macro,6.951526595,1.566329051,45.0,160.5471107
2915,Micro,26.28625575,6.917554923,91.0,328.484604
2916,Macro,13.66666813,5.592577136,46.0,167.1352804
2917,Macro,24.58785494,4.628858613,78.0,276.2603779
2918,Macro,29.76077482,5.814951014,70.0,247.8132733
2919,Micro,36.67505326,7.344048307,100.0,356.7467816
2920,Macro,19.00447338,0.255726683,62.0,224.7741278
2921,Micro,25.65263615,3.484751126,56.0,194.2430827
2922,Macro,25.80264351,4.420553579,98.0,350.2019853
2923,Micro,17.01194371,2.682326269,32.0,115.3543379
2924,Mega,13.93985815,1.153340571,34.0,124.4780998
2925,Nano,12.19180528,1.666526752,58.0,209.9240389
2926,Mega,0.688749344,0.982755686,10.0,33.45988582
2927,Macro,0.747718323,1.912693178,13.0,45.75723345
2928,Micro,7.442168644,1.954879928,14.0,54.51656478
2929,Nano,17.82863476,1.823407233,38.0,140.7737107
2930,Micro,20.04207353,1.427891296,61.0,215.3130793
2931,Mega,11.3262451,1.308263234,23.0,80.977606
2932,Macro,32.25518431,6.076591747,75.0,266.7925281
2933,Mega,2.405404817,0.50779351,19.0,70.97470749
2934,Mega,1.342204767,1.901254957,20.0,77.52464044
2935,Nano,31.55506543,5.829251423,80.0,286.0660872
2936,Nano,13.37330873,0.38920132,37.0,131.4947625
2937,Macro,34.17538554,6.988181689,88.0,317.8270201
2938,Nano,9.574084012,2.508975852,39.0,139.663301
2939,Nano,33.27375618,5.605628024,94.0,330.7216
2940,Mega,10.73061151,0.827735972,18.0,67.58062238
2941,Macro,12.9152275,4.690735711,49.0,178.1451554
2942,Nano,23.83835402,2.826565354,72.0,249.6328332
2943,Mega,24.21323418,3.817027564,52.0,184.0961892
2944,Macro,4.949507518,0.508675133,26.0,94.42876263
2945,Macro,16.91928999,1.063630886,48.0,171.5389446
2946,Macro,23.33843751,3.875179167,65.0,233.9894064
2947,Micro,24.62362561,5.521459055,74.0,271.36513
2948,Macro,36.29359238,6.685509421,91.0,325.6558158
2949,Mega,8.233607467,1.324969168,13.0,47.60129082
2950,Mega,18.18146552,2.970729615,65.0,232.2256845
2951,Nano,7.198778595,1.50952132,35.0,128.7372869
2952,Micro,27.93306892,6.098290028,98.0,345.2216408
2953,Mega,5.931776912,0.520852596,48.0,169.6157745
2954,Macro,21.26976739,4.22881998,83.0,299.9265797
2955,Mega,27.11256453,5.223855748,85.0,304.2232926
2956,Mega,23.53301297,1.37947462,89.0,316.6376611
2957,Nano,10.23560703,2.507190611,49.0,171.4176165
2958,Macro,1.414510013,1.221977592,16.0,59.3072258
2959,Micro,16.25832885,1.726270065,70.0,252.1484106
2960,Macro,37.55223206,6.093938019,97.0,348.6783865
2961,Macro,11.93587139,1.614925811,51.0,178.2278365
2962,Nano,29.91287893,5.690365858,85.0,302.3746247
2963,Mega,0.700883,1.089991801,13.0,46.1734284
2964,Mega,5.082664527,0.219320758,34.0,119.0000482
2965,Macro,16.4816156,3.267172118,55.0,196.4487991
2966,Micro,4.451725157,0.925170583,14.0,47.57626686
2967,Micro,13.83946774,1.042655278,50.0,174.4791088
2968,Micro,30.8609378,5.033560605,75.0,261.0148949
2969,Macro,10.36532832,2.844228834,43.0,152.1070032
2970,Nano,22.04149759,4.153907425,60.0,213.8519171
2971,Nano,16.5687787,3.151386833,56.0,200.3812647
2972,Macro,36.07207366,7.602359551,100.0,354.4495579
2973,Macro,7.116575677,2.3036211,45.0,162.0597348
2974,Nano,5.013390243,0.840971884,12.0,41.3738608
2975,Macro,18.30859625,3.349844406,64.0,232.8098953
2976,Macro,5.523665535,1.952389236,46.0,159.0684125
2977,Mega,18.09583854,2.099576563,35.0,127.2258024
2978,Micro,12.35741283,0.836941986,46.0,162.8790751
2979,Mega,6.603955904,0.332433523,15.0,49.67373838
2980,Macro,17.79694208,3.052953409,43.0,153.8017429
2981,Mega,11.32773929,1.322383377,33.0,119.539224
2982,Micro,26.01264783,6.850737344,76.0,273.7063026
2983,Nano,26.44214863,3.116634564,66.0,237.9195275
2984,Nano,12.05614618,3.597400217,23.0,82.79208811
2985,Macro,34.94758415,3.385312582,98.0,351.1142035
2986,Nano,26.40015451,1.373655412,63.0,223.2988655
2987,Micro,13.61181888,2.670106133,29.0,104.8200646
2988,Nano,32.44415878,5.42544944,82.0,291.1947002
2989,Micro,7.881705224,1.73269323,35.0,129.0694862
2990,Micro,31.86497083,5.081795137,85.0,301.7448669
2991,Micro,28.21073834,4.373466421,86.0,302.8879982
2992,Macro,24.23537069,3.319695807,65.0,233.6433429
2993,Micro,36.71377854,8.103656838,90.0,320.6784079
2994,Macro,2.93712643,1.585800545,21.0,73.55234105
2995,Micro,12.95360781,3.856301336,38.0,133.8775857
2996,Nano,11.83576293,2.828314712,12.0,37.42374113
2997,Micro,27.4575452,5.358948693,83.0,293.8314848
2998,Micro,15.84401592,2.529435016,43.0,151.1967195
2999,Micro,26.10580982,5.549674314,44.0,157.918206
3000,Micro,9.184659403,0.686658382,28.0,102.2791829
3001,Nano,21.06482504,0.950811765,61.0,216.9042717
3002,Micro,31.97193882,4.698021921,75.0,269.3323638
3003,Nano,10.24455279,1.64791391,63.0,218.1599843
3004,Micro,24.70800033,1.160337309,91.0,324.1609442
3005,Macro,24.96601033,1.277689358,88.0,313.1283776
3006,Macro,26.56616206,5.987521897,85.0,301.6507764
3007,Nano,23.88586038,2.516655365,69.0,248.4322622
3008,Micro,2.777117161,2.523639962,15.0,56.88697574
3009,Micro,10.67476314,3.993121151,34.0,120.0024179
3010,Nano,30.45012602,2.841142764,93.0,335.5060119
3011,Nano,1.437546273,0.175893869,17.0,59.80239291
3012,Micro,5.719153159,1.08986217,21.0,75.26600102
3013,Micro,27.98561722,6.255029335,72.0,256.6993408
3014,Macro,22.15078407,5.855266971,54.0,200.4014788
3015,Micro,2.933653909,0.336684657,13.0,44.79021789
3016,Mega,12.07008908,1.852175612,53.0,182.9061686
3017,Nano,30.57840248,3.043517305,99.0,347.1590861
3018,Macro,7.244487161,2.260934844,39.0,141.009684
3019,Micro,41.21683733,6.137985783,98.0,353.4355621
3020,Macro,21.18136319,4.522900343,49.0,171.3933858
3021,Mega,21.64067045,4.667504418,36.0,128.1335998
3022,Nano,23.84490026,1.673252591,68.0,244.0284657
3023,Mega,24.78821501,7.581210788,70.0,246.0905777
3024,Micro,11.64101703,1.088920803,36.0,129.9458887
3025,Mega,16.13003967,3.866936616,56.0,196.3964655
3026,Macro,31.00206421,3.149276093,91.0,327.3305904
3027,Nano,12.24402504,5.347549295,14.0,47.05770262
3028,Nano,28.45135602,2.841499055,84.0,298.3720645
3029,Macro,24.13192924,3.174014104,97.0,342.7989716
3030,Micro,30.02854198,7.25837797,72.0,259.9760791
3031,Mega,14.3343517,4.555541139,54.0,190.83278
3032,Micro,11.65183738,3.36668963,43.0,145.4186567
3033,Micro,3.876010939,1.906025559,12.0,44.41389565
3034,Nano,10.99758175,2.293062106,47.0,167.1158814
3035,Mega,13.28060278,2.101510154,57.0,201.3055442
3036,Nano,16.93952644,2.858758675,47.0,166.9484692
3037,Nano,13.73828647,3.330651447,47.0,169.2547079
3038,Micro,33.28958396,6.573732291,96.0,342.952628
3039,Macro,13.99621892,0.602834245,56.0,194.2322848
3040,Macro,25.90099361,4.113418096,64.0,229.933365
3041,Nano,29.12147199,7.916414207,81.0,289.6405858
3042,Mega,6.290858174,0.67851384,15.0,53.72935589
3043,Macro,23.99344773,0.519212296,52.0,190.1853454
3044,Nano,5.490507416,2.469998038,10.0,37.3193283
3045,Macro,24.93237267,1.253028505,93.0,329.1478082
3046,Nano,23.65891291,2.309970166,48.0,173.0682943
3047,Nano,16.26671791,3.204358716,52.0,181.059151
3048,Macro,13.27208767,5.465264124,33.0,117.047403
3049,Mega,18.66475844,3.68182399,38.0,136.1497932
3050,Nano,9.002412712,0.609849942,29.0,105.433105
3051,Mega,12.79549978,1.228337955,44.0,156.070975
3052,Mega,5.26644146,1.353228723,27.0,98.37497073
3053,Micro,23.04770854,1.465806506,58.0,208.8825784
3054,Nano,21.02285901,3.664076004,56.0,194.9610328
3055,Macro,26.89374417,4.596614853,69.0,247.5738851
3056,Mega,8.374998074,1.439268363,45.0,159.0624812
3057,Nano,33.58317694,5.258118263,86.0,305.7983315
3058,Macro,15.72822743,2.771904176,47.0,166.9720246
3059,Micro,15.36043208,7.610970713,50.0,175.9337802
3060,Nano,28.7254987,5.147521114,95.0,342.8327117
3061,Macro,15.96956521,1.950999733,61.0,212.9338993
3062,Macro,14.16404637,0.497245703,36.0,134.9986474
3063,Macro,4.870187029,3.043994197,58.0,205.5431339
3064,Macro,14.07755898,0.062540126,47.0,170.4688777
3065,Mega,28.37383108,4.539821932,86.0,306.6991275
3066,Micro,19.8795092,8.274529348,57.0,201.4251375
3067,Macro,9.966013162,1.321266997,54.0,195.2679052
3068,Nano,15.22052675,5.422181754,46.0,166.0693596
3069,Mega,14.46110551,2.347338423,18.0,62.32850707
3070,Micro,10.25499766,1.748859254,25.0,93.4669033
3071,Micro,0.388590647,0.255873313,19.0,67.48699862
3072,Mega,10.7247493,0.3426558,54.0,195.0270446
3073,Mega,22.0455874,0.180601963,60.0,213.9523895
3074,Micro,9.409506568,1.018662426,26.0,91.27428359
3075,Mega,0.337280944,1.659522761,23.0,85.58550551
3076,Nano,2.092054681,0.06584059,38.0,136.9539111
3077,Mega,33.01778056,5.625786859,96.0,338.7969989
3078,Macro,19.97442857,1.474610408,21.0,64.57081108
3079,Micro,18.90171732,4.247814704,66.0,230.3210909
3080,Nano,15.21955294,0.74054497,52.0,190.8058971
3081,Macro,26.56931113,4.516217387,59.0,211.0368497
3083,Macro,29.74053217,5.056047533,73.0,261.938262
3084,Macro,10.62585401,1.036051829,19.0,64.67600576
3085,Micro,29.30928806,2.974964668,90.0,314.8117249
3086,Micro,23.66456112,7.655588185,73.0,253.7634186
3087,Macro,8.110512199,3.565895209,37.0,128.373973
3088,Micro,10.96271564,1.364428017,28.0,99.9982348
3089,Macro,28.78290675,7.412178995,99.0,351.5295188
3090,Mega,22.17449472,1.088762382,70.0,249.7158008
3091,Micro,28.88737713,5.953678828,76.0,264.6641446
3092,Micro,24.90431818,4.074219874,82.0,292.9740224
3093,Nano,11.99561122,0.858907412,22.0,77.64516073
3095,Nano,18.44134045,2.713985708,33.0,118.3464052
3096,Macro,30.18229439,4.016900096,76.0,269.3902063
3097,Macro,21.48782482,3.771891615,61.0,218.5678072
3098,Micro,32.16716867,6.726771343,92.0,331.9315106
3099,Mega,23.58638711,3.258949178,53.0,186.8385884
3100,Nano,22.08457409,1.663684165,71.0,248.7031099
3101,Macro,17.13094247,3.601388974,51.0,178.0044789
3102,Mega,28.75170232,6.739499589,68.0,244.9267479
3103,Macro,15.224893,1.161446776,32.0,111.4934346
3104,Macro,12.20122965,2.452274641,10.0,34.11396192
3105,Macro,24.40263571,1.995127175,72.0,253.7082243
3106,Nano,14.29071783,4.671001994,49.0,172.8908763
3107,Micro,13.95053433,0.174759871,59.0,212.3449809
3108,Macro,28.22427787,3.729510231,90.0,312.5706663
3109,Mega,23.98104459,1.166863302,96.0,344.8630125
3110,Macro,10.30266681,2.397550882,10.0,37.15633949
3111,Mega,26.81982599,0.700882001,80.0,284.2308094
3112,Mega,19.41204366,0.188385566,50.0,174.2680324
3113,Macro,38.58436016,5.522805833,94.0,333.5663815
3114,Mega,6.387047153,1.980000334,22.0,81.22101849
3115,Mega,9.749321224,3.173628519,30.0,108.4865117
3116,Micro,26.17395298,5.061944746,64.0,225.4587115
3117,Mega,35.94267446,3.479529086,79.0,280.1191449
3118,Nano,16.6133403,2.9376344,35.0,128.4717346
3119,Macro,25.30886812,0.888742374,87.0,314.1227914
3120,Nano,7.531238469,2.180049883,15.0,52.68309686
3121,Mega,30.25009056,3.334021873,82.0,292.7546803
3122,Macro,18.89275737,6.418796387,56.0,202.5339757
3123,Mega,5.929142678,0.934337091,42.0,153.5321895
3124,Micro,14.59052219,2.353695787,46.0,162.4281991
3125,Macro,34.52637823,7.837740232,89.0,317.4878689
3126,Mega,27.19660184,5.61632048,74.0,267.2872416
3127,Nano,32.83596609,5.757350405,83.0,293.3031876
3128,Nano,40.28751595,3.937106656,99.0,354.2925152
3129,Mega,11.05567279,2.339107702,52.0,186.9707267
