Judul,Penulis,AbstrakClean,target,aspects
Civil servant’s e-government adoption levels: Are age and context matters?,"[{""Penulis"":""Sudirman, Iman""},{""Penulis"":""Aisha, Atya Nur""},{""Penulis"":""Monang, Joe""},{""Penulis"":""Prasetyo, Ilham Reza""}]","Studi ini meneliti perbedaan adopsi pemerintah oleh pegawai negeri sipil di antara kelompok umur dan antara konteks wajib dan sukarela menggunakan model utaut, ia menggunakan teknik pengambilan sampel non probabilitas dan survei online untuk mengumpulkan data dengan satu arah ANOVA menggunakan SP dilakukan untuk menganalisisData Studi ini menemukan bahwa sebagian besar karyawan memiliki tingkat adopsi positif tertinggi dalam upaya usaha lebih jauh lagi ada perbedaan rata -rata yang signifikan antara kelompok usia karyawan harapan kinerja untuk sistem wajib dan memfasilitasi kondisi untuk sistem sukarela namun tidak ada secara statistik yang berbeda pada adopsi pegawai negeri sipil.Level antara Institut Konteks Wajib dan Sukarela Teknik Lanjutan dan Sains Semua Hak Dilindungi Undang -Undang","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","SDG1,SDG16"
Comparison between least effort and random walk in combined shipping service,"[{""Penulis"":""Kusuma, Purba Dam""}]",Sekarang suatu hari layanan kurir kota sangat populer terutama di Indonesia Popularitas ini juga didorong oleh munculnya layanan taksi sepeda motor online dengan menggunakan layanan Kurir Kurir Kota Pengiriman Lokal dapat dikirimkan lebih cepat daripada layanan kurir reguler satu masalah dalam layanan ini adalah kombinasi pengiriman gabunganMetode belum diterapkan sehingga bagi pelanggan yang mengirim lebih dari satu paket ke lebih dari satu tujuan biaya masih dihitung dalam harga reguler tanpa pengurangan masalah lainnya bahkan ada lebih dari satu pengiriman yang harus dilakukan pelanggan untuk membuat pesanan satu per satu danPaket -paket tersebut akan dikirimkan oleh pengemudi yang berbeda sehingga mengembangkan sistem pengiriman gabungan akan menguntungkan pelanggan dan pengemudi dalam penelitian ini yang kami usulkan model pengiriman gabungan untuk layanan kursus kota dengan membandingkan dua metode yang paling sedikit upaya dan algoritma berjalan acak dalam penelitian ini kami membandingkan kinerja kinerja dariPengiriman gabungan yang menggunakan sedikit upaya atau metode berjalan acak dan model pengiriman satu ke satu konvensional dalam penelitian ini kami menemukan bahwa pengiriman gabungan yang mengimplementasikan algoritma upaya paling sedikit menghasilkan kinerja terbaik baik dalam aspek non keuangan dan aspek keuangan dengan menggunakan algoritma upaya paling sedikit menghasilkan yang terendahTotal jarak perjalanan pengemudi dan jarak perjalanan pengemudi rata -rata tertinggi Konsekuensi keuangan adalah biaya total terendah yang harus dibayar oleh pelanggan dan pendapatan pengemudi rata -rata tertinggi Jurnal Medwell,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Downscaled LDPC Codes for Indonesia Digital Video Broadcasting Terrestrial 2nd Generation (DVB-T2),"[{""Penulis"":""Fadhlika, Citra Yasin Akbar""},{""Penulis"":""Anwar, Khoirul""}]",Makalah ini mengevaluasi kinerja Kode LDPC Parity Parity Parity Low Density Standardized for The Digital Video Broadcasting Terrestrial ND Generasi DVB T Untuk pengembangan praktis lebih lanjut dan aplikasi di Indonesia kami mempertimbangkan skema transmisi transmisi multi -pembawa di bawah model saluran bandung yang berasal dari lingkungan alam Indonesia untuk dikurangiKompleksitas komputasi encoder dan decoder Kami menggunakan teknik penurunan skala untuk kode LDPC DVB T dengan panjang blok bit ke bit kami melakukan simulasi berbasis komputer untuk menunjukkan efek kesalahan ldpc yang dapat diterima oleh laju LDPC yang dapat diterima.Kinerja Kode LDPC Downscaled DVB T Di Bawah Model Saluran Banding yang Cocok untuk Aplikasi Di Perangkat Mengonsumsi IEEE Daya Rendah,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Hate speech detection in Indonesian language on instagram comment section using maximum entropy classification method,"[{""Penulis"":""Erizal, Elvira""},{""Penulis"":""Irawan, Budhi""},{""Penulis"":""Setianingsih, Casi""}]",Media sosial saat ini adalah platform untuk banyak hal dan telah menjadi tempat untuk memberikan pendapat pendapat dalam bentuk pidato kebencian adalah salah satu masalah yang menurut pihak berwenang sulit dipecahkan karena jumlah dan variasi Instagram dengan hampir juta pengguna di Indonesia adalah Theobjek penelitian ini karena ini adalah salah satu media sosial paling populer di Indonesia di mana orang dapat berbagi foto dan video mereka telah menjadi salah satu tempat paling populer untuk mengekspresikan kebencian terhadap orang lain karena itu suatu sistem akan dibuat untuk mendeteksi pidato kebencian diInstagram menggunakan entropi maksimum CLA ification Algorithm TF IDF juga digunakan sebagai metode ekstraksi fitur dengan peningkatan dari bagian tag POST POS sebagai akurasi parameter yang dihasilkan dari penelitian ini menggunakan entropi maksimum dengan parameter POS TF IDF dan ketika menggunakan TF IDF tanpa POSParameter Sistem ini diharapkan untuk menentukan apakah komentar di Instagram adalah pidato kebencian atau tidak dan untuk melihat bagaimana TF IDF dan penandaan POS meningkatkan kinerja entropi maksimum CLA ifier IEEE,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
The effect of organizational relationship and competitive strategy on the performance of wholesale network service business in Indonesia,"[{""Penulis"":""Sutjipto, Moh. Riza""},{""Penulis"":""Sule, Ernie Tisnawati""},{""Penulis"":""Sucherly""},{""Penulis"":""Kaltum, Umi""}]",Penelitian ini bertujuan untuk menguji pengaruh hubungan organisasi dan strategi kompetitif terhadap kinerja busin layanan jaringan grosir di Indonesia sebagian dan secara simultan penelitian yang digunakan adalah pengamatan metode kuantitatif menggunakan horizon waktu horizon waktu adalah bagian CRO satu bidikan yang berarti informasi atau data yang diperoleh adalah yang diperoleh adalah TheHasil penelitian yang dilakukan pada satu waktu tertentu dalam analisis unit dalam penelitian ini adalah perusahaan layanan jaringan grosir di Indonesia sehingga pengamatan unitis manajemen perusahaan layanan grosir berdasarkan hasil studi dokumentasi diketahui bahwa perusahaan layanan jaringan grosir di IndonesiaJumlah perusahaan sehingga penelitian ini akan dilakukan dengan sensus untuk memeriksa semua anggota analisis kausalitas populasi digunakan untuk menganalisis hubungan kausalitas antara variabel penelitian sesuai dengan hipotesis yang dikompilasi analisis ini menggunakan parsial terkecil.Hubungan organisasi dan strategi kompetitif secara signifikan mempengaruhi kinerja bisnis di mana hubungan organisasi memiliki pengaruh yang lebih besar daripada strategi kompetitif hasil penelitian ini diharapkan memberikan implikasi pada manajemen perusahaan layanan jaringan grosir di Indonesia dalam upaya untuk meningkatkan kinerja bisnis melalui pengembangan hubungan organisasi danStrategi Kompetitif Sekutu Busine Academies Semua hak dilindungi undang -undang,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Fostering net promoter score: Crafting user experience in difference cultural ecosystem,"[{""Penulis"":""Mihardjo, Leonardus W Wasono""},{""Penulis"":""Sasmoko""},{""Penulis"":""Rukmana, Riza A. N.""}]",Penelitian Pelanggan Dalam hal kegunaan berguna dan branding pada pengalaman pengguna desain UX adalah bagian penting dari SUCCE dalam implementasi aplikasi pada industri komunikasi informasi industri TIK Studi tentang dampak sistem budaya dengan target pasar yang sama ke dalam merancang UX dalam korelasi dengan promotor bersih bersihSkor NPS belum diungkapkan sebagai bagian dari faktor penting untuk merancang dan evaluasi desain aplikasi sehingga makalah ini memiliki tujuan untuk efek dari pengalaman pengguna UX dalam perbedaan ekosistem budaya dalam kaitannya dengan NP untuk Indonesia Diaspora Kasus Kartu Produk Prabayar seperti di dalamdiselidiki survei yang dilakukan melalui diskusi dengan responden diaspora Indonesia dengan responden di Indonesia dan Malaysia masing -masing hasilnya menemukan bahwa ada beberapa pola kesamaan karakteristik pelanggan namun beberapa variasi karena sebagian besar perbedaan ekosistem budaya ditemukan bahwa diaspora Indonesia yang tinggal di Malaysia sebagian besarBerfokus pada Easine penggunaan tetapi di Indonesia mereka fokus pada fungsionalitas beeesp,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
The Secondary Metabolite Diversity Analysis of Three Mangifera Foetida L. Varieties Based on Liquid Chromatography-Mass Spectrometry (LC-MS),"[{""Penulis"":""Fitmawati F.""},{""Penulis"":""Khairunnisa K.""},{""Penulis"":""Resida, Esi""},{""Penulis"":""Emrizal E.""},{""Penulis"":""Mustika Roza, Rodesia""}]",Mangifera foetida l Macang adalah jenis mangga yang mengandung kadar mangiferin tertinggi yang memiliki aktivitas antioksidan antioksidan anti -tetesan anti -tetesan anti -radang imunomodulator dan anti HIV.Keragaman kandungan metabolit sekunder macang yang berpotensi untuk dikembangkan tujuan dari penelitian ini adalah untuk mengungkapkan keragaman total senyawa metabolit sekunder yang terkandung dalam macang dengan tiga varietas limus batu dan manis menggunakan pengambilan sampel analisis LC MS dilakukan menggunakan metode survei pada pada metode survei pada pada metode survei diRemban dan Lesung Batu Kecamatan Rawas Ulu Kabupaten Musi Rawas Utara Provinsi Sumatra Selatan Kromatogram dianalisis menggunakan program Ma Lynx untuk mendapatkan senyawa yang terkandung dalam nama sampel penentuan senyawa berdasarkan database chemspider dan kla senyawa berdasarkan pubkem Jumlah MetaboliteSenyawa yang menjadi karakteristik dari tiga varietas macang dalam penelitian ini adalah senyawa limus memiliki senyawa spesifik senyawa batang senyawa dan manis memiliki senyawa spesifik senyawa yang ditemukan metabolit dalam penelitian ini diharapkan berguna dalam fitofarmaka dan mendukung upaya konservasi macang yang yang yang yang dikonservasi yang yang yang yang dikonservasi yang yang yang yang yang dikonservasi yang yang yang yang yang yang dikonservasi macang itujarang ditemukan diterbitkan di bawah lisensi oleh IOP Publishing Ltd,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",SDG3
Designing Green Procurement System Based on Enterprise Resources Planning for the Rubber Processing Industry,"[{""Penulis"":""Karlina, Octa""},{""Penulis"":""Ridwan, Ari Yanuar""},{""Penulis"":""Fajrillah, Asti Amalia Nur""}]","Industri prosedur karet adalah salah satu industri manufaktur yang memperhatikan setiap kegiatan pada prosedur produksinya yang terjadi selama karet yang dikerjakan pekerjaan yang dilakukan dalam prosedur produksi di bidang manufaktur seperti industri karet yang menghasilkan limbah yang membahayakan lingkungan oleh karena itu, oleh karena itu lingkungan merusak lingkungan karena itu karena itu merugikan lingkungan oleh lingkungan karena itu karena itu merusak lingkungan karena itu oleh karena itu.Sangat penting untuk memantau kegiatan bisnis dalam penelitian ini berfokus pada merancang aplikasi berdasarkan ERP perencanaan sumber daya perusahaan dengan menjalankan sistem pengadaan hijau di dalamnya pengadaan hijau memberikan solusi untuk pemilihan bahan dan layanan yang dapat meminimalkan dampak pada lingkungan dan memberikan manfaatUntuk Perusahaan dalam Menerapkan Data Standardisasi Sistem Pengadaan Hijau ISO untuk menentukan pemasok hijau dan data atribut bahan hijau diperlukan untuk digunakan untuk indikator kinerja utama Laporan KPI. Aplikasi berbasis ERP dapat menghasilkan Laporan Indikator Kinerja Utama KPI untuk Bahan Hijau dan HijauPemasok untuk membantu perusahaan memantau prosedur busin dalam pengadaan hijau namun, prosedur mengukur persentase bahan hijau dan pemasok hijau berada di luar ruang lingkup diskusi dalam penelitian ini karena penelitian ini hanya menyediakan merancang aplikasi untuk mengimplementasikan pengadaan hijauPemilihan aplikasi berdasarkan perencanaan sumber daya perusahaan ERP disebabkan oleh sistem ERP yang dapat menambah dan juga memperbarui data dan informasi tanpa duplikasi sehingga dapat meningkatkan efisiensi karyawan dalam memantau kegiatan prosedur busine dengan integrasi data dalam aplikasi berdasarkan perencanaan sumber daya perusahaan ERPDesain aplikasi ini disesuaikan dengan persyaratan pengguna untuk pengadaan hijau yang fokus pada kemampuan sistem aplikasi untuk memberikan permintaan permintaan pembelian untuk pemasok kutipan pemilihan pemilihan pesanan pembelian dan mengintegrasikan data seperti pembayaran bahan dengan divisi keuangan yang mengintegrasikan bahan data yang ituMemasuki Warehouse dengan Divisi Gudang Selain itu, tujuan penelitian ini adalah untuk memiliki sistem informasi dalam memantau kegiatan prosedur busin yang dilakukan selama prosedur pengadaan dalam industri prosedur karet menggunakan laporan indikator kinerja utama ke IST dalam pengelolaan pengadaan pengadaanProses Busine Menggunakan Perencanaan Sumber Daya Perusahaan Sistem ERP IEEE","1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0","SDG1,SDG7,SDG9,SDG12"
Object Detection Using Convolutional Neural Network to Identify Popular Fashion Product,"[{""Penulis"":""Alamsyah, Andry""},{""Penulis"":""Arya Saputra, Muhammad Apriandito""},{""Penulis"":""Masrury, Riefvan Achmad""}]","Hingga jutaan foto diunggah setiap hari ke Instagram sebagai platform berbagi foto terbesar di dunia orang -orang berbagi foto dari aktivitas harian mereka, opini dan pakaian di Instagram mereka memposting fenomena ini membuka peluang penemuan visual baru di mana informasi yang tidak tertulis dapat diekstraksi menggunakan menggunakan menggunakan menggunakan menggunakanTeknologi Visi Komputer Seseorang dapat mengekstrak wawasan menggunakan jaringan saraf konvolusional CNN dengan menerapkan prosedur deteksi objek untuk mengenali objek dalam gambar sebagai bagian dari prosedur kuantifikasi dan ekstraksi pengetahuan dalam makalah ini kami melatih model CNN menggunakan dataset ACCE Head Fashion Head Fashion Top yang diwakiliDengan jilbab dan topi untuk mengenali penggunaan item tersebut di setiap posting gambar Instagram yang dikumpulkan sebagai dataset dari kota -kota yang representatif di Indonesia untuk mengidentifikasi ories ACCE paling populer yang digunakan di setiap kota yang representatif, manfaat dari model ini adalah kemampuan untuk mengidentifikasi populerTop Head Fashion ACCE ACCE yang digunakan di bidang tertentu secara otomatis menggunakannya sebagai informasi dasar bagi perusahaan dalam industri mode untuk lebih memahami pasar sehingga meningkatkan akurasi dalam pengambilan keputusan yang diterbitkan di bawah Lisensi oleh IOP Publishing Ltd","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG17"
Agricultural Information Application Design using User Centered Requirements Engineering,"[{""Penulis"":""Nurrifqhi, Arian""},{""Penulis"":""Widowati, Sri""},{""Penulis"":""Imrona, Mahmud""}]",Di Indonesia ada persentase orang -orang pendidikan rendah di mana mayoritas bergantung pada kehidupan sebagai petani dan kebutuhan petani untuk informasi di bidang pertanian sangat beragam sejauh ini petani hanya menggunakan informasi pertanian untuk generasi meskipun teknologi telah memasuki sektor pertanian seperti penggunaannyaPerangkat smartphone Namun penggunaannya masih belum produktif karena tidak ada aplikasi seluler yang dapat memberikan informasi pertanian terintegrasi yang sesuai dengan kebutuhan petani sehingga diperlukan persyaratan pengguna yang terpusat pada metode UCRE sebagai prosedur dari kebutuhan informasi petani yang sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragam dan sangat beragamDikemas ke dalam model Desain Aplikasi Informasi Pertanian Terpadu Hasil desain aplikasi yang diperoleh ukuran kegunaan oleh dan koreksi oleh sehingga menggambarkan nilai kualitas yang baik dari aplikasi berdasarkan kebutuhan untuk berguna dan keakuratan informasi tentang metode McCall yang menguji IOP PublishingLtd semua hak dilindungi undang -undang,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","SDG1,SDG2,SDG17"
